Brand,Model,CPU,GPU,RAM_GB,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Discount_percent,Price_SGD,Brand_Discount,Member_Discount
Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,512,False,2.75,17.3,4.72,2777.2,120,138.86
Dell,Latitude 7420,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,512,True,1.03,13.3,6.72,1969.2,120,118.15
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 3050,32,2048,False,1.95,16.0,4.61,1830.8,120,128.16
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,256,False,1.45,13.3,6.21,3689.6,120,184.48
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,64,2048,False,2.37,16.0,4.95,3086.8,120,216.08
Dell,Alienware M15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,2048,True,1.28,13.3,2.01,2000.8,120,120.05
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,4096,False,1.2,14.0,5.58,3553.6,120,248.75
Dell,Latitude 7420,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,2048,False,3.29,17.3,2.69,3786.81,120,227.21
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,16,1024,False,1.39,13.3,5.5,3270.4,120,163.52
Dell,Latitude 7420,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,1024,False,2.56,17.3,6.45,3246.4,120,227.25
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,512,False,2.66,18.4,3.05,1485.2,120,89.11
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4060,8,2048,False,1.01,14.0,4.44,2388.8,120,167.22
Dell,Inspiron 15,Intel i9-14900HK,NVIDIA RTX 4070,32,4096,True,1.49,14.0,2.24,3425.6,120,205.54
Dell,XPS 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,1024,True,1.48,13.3,2.8,3286.4,120,197.18
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4080,128,2048,True,2.21,15.6,4.78,4118.8,120,247.13
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,256,False,1.06,13.3,2.66,1573.6,120,78.68
Dell,Latitude 7420,Intel i9-14900HK,NVIDIA RTX 4080,128,256,False,2.91,17.3,4.66,4119.6,120,247.18
Dell,XPS 13,Intel i9-14900HK,NVIDIA RTX 4080,64,256,True,1.17,14.0,2.2,3777.6,120,264.43
Dell,Alienware M15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,512,False,1.07,13.3,4.78,2835.2,120,141.76
Dell,Inspiron 15,Intel i5-14500H,NVIDIA RTX 3050,64,512,False,2.31,16.0,5.07,1933.2,120,115.99
Dell,Inspiron 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,4096,True,1.58,15.6,2.77,3727.6,120,186.38
Dell,Latitude 7420,Intel i9-14900HK,NVIDIA RTX 4080,64,1024,False,3.09,17.3,5.55,3684.4,120,184.22
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,1024,False,3.47,18.4,2.86,2684.4,120,134.22
Dell,XPS 15,Intel i5-14500H,NVIDIA RTX 4050,128,256,False,1.14,13.3,3.06,2719.6,120,135.98
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4070,64,2048,False,3.25,17.3,2.92,3086.8,120,216.08
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,512,False,1.01,14.0,2.53,2983.21,120,149.16
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,16,512,True,1.04,14.0,6.11,2419.2,120,169.34
Dell,XPS 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,2048,True,3.11,18.4,2.17,2650.8,120,132.54
Dell,Latitude 7420,Intel Core Ultra 9 15700H,Intel Arc A750M,16,1024,False,1.29,14.0,5.52,1550.4,120,77.52
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,32,2048,False,1.63,15.6,4.1,1830.8,120,109.85
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,256,True,2.5,17.3,6.29,2471.6,120,173.01
Dell,XPS 15,Intel i5-14500H,Intel Iris Xe,32,1024,True,1.97,16.0,2.4,1848.4,120,129.39
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,32,1024,False,1.37,13.3,5.95,1698.41,120,101.9
Dell,Latitude 7420,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,512,False,2.29,16.0,6.4,2235.2,120,111.76
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,1024,True,2.04,15.6,3.08,1848.4,120,129.39
Dell,Alienware M15,Intel i9-14900HK,NVIDIA RTX 4080,64,512,False,3.0,18.4,5.72,3633.2,120,181.66
Dell,Inspiron 15,Intel i9-14900HK,NVIDIA RTX 4080,16,4096,True,1.43,13.3,3.08,3697.6,120,258.83
Dell,Latitude 7420,Intel i5-14600H,NVIDIA RTX 4050,64,1024,True,1.28,14.0,2.47,2404.4,120,144.26
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,128,512,False,3.23,18.4,2.3,3445.2,120,172.26
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,8,4096,False,1.54,15.6,3.13,2843.6,120,170.62
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,8,4096,False,2.7,18.4,6.69,3543.6,120,248.05
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4060,16,512,False,2.91,18.4,4.26,2249.2,120,157.44
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,32,2048,False,1.87,16.0,6.16,3530.8,120,247.16
Dell,Alienware M15,Intel i5-14500H,NVIDIA RTX 3050,32,1024,False,2.45,16.0,5.91,1728.4,120,103.7
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,4096,True,1.23,13.3,5.9,2711.6,120,189.81
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,2048,False,3.0,17.3,3.84,3598.8,120,179.94
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4070,32,4096,True,1.05,13.3,4.13,3205.6,120,224.39
Dell,XPS 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,8,4096,False,2.95,17.3,3.46,2093.6,120,104.68
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,32,512,True,1.09,13.3,4.89,1847.2,120,129.3
Dell,XPS 13,Intel i7-14700H,NVIDIA RTX 4060,128,2048,True,2.65,18.4,3.13,3418.8,120,170.94
Dell,XPS 13,Intel i5-14600H,NVIDIA RTX 4050,128,256,False,2.66,17.3,3.87,2669.6,120,133.48
Dell,Latitude 7420,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,2048,False,1.15,13.3,3.29,2580.8,120,154.85
Dell,Latitude 7420,Intel i7-14800H,NVIDIA RTX 4080,8,1024,True,1.98,15.6,5.69,3056.4,120,213.95
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4060,64,256,True,2.37,15.6,5.52,2727.6,120,136.38
Dell,XPS 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,256,False,1.48,13.3,2.18,2193.6,120,153.55
Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,128,4096,True,1.16,14.0,3.25,2873.6,120,172.42
Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,8,512,True,2.37,15.6,4.06,1505.2,120,75.26
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4060,16,512,True,3.25,18.4,5.73,2369.19,120,118.46
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 3050,8,256,False,3.13,18.4,5.87,1459.6,120,87.58
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,2048,True,2.78,17.3,6.09,1950.8,120,136.56
Dell,XPS 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,512,False,1.71,16.0,3.96,2633.2,120,184.32
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,256,True,2.26,15.6,5.0,3539.6,120,176.98
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 4050,8,256,False,1.23,13.3,4.69,1759.6,120,105.58
Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,16,256,False,1.45,13.3,5.81,2193.6,120,131.62
Dell,XPS 15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,2048,True,1.09,13.3,3.13,3000.79,120,210.06
Dell,XPS 13,Intel i5-14600H,Intel Iris Xe,32,512,False,1.15,14.0,2.6,1727.2,120,86.36
Dell,Alienware M15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,4096,True,2.72,17.3,3.57,2363.6,120,141.82
Dell,XPS 15,AMD Ryzen 7 8800H,AMD Radeon 780M,64,4096,False,2.87,18.4,6.87,2741.6,120,191.91
Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,128,4096,True,2.68,17.3,5.18,2923.6,120,204.65
Dell,Alienware M15,Intel Core Ultra 9 15700H,Intel Arc A750M,32,2048,True,2.89,17.3,2.82,1850.8,120,92.54
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 4050,128,256,False,2.75,18.4,6.98,2669.6,120,186.87
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 4050,128,512,False,1.01,13.3,3.57,2745.2,120,164.71
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,8,256,True,2.97,18.4,5.19,2679.6,120,187.57
Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,4096,True,1.4,14.0,4.36,2997.6,120,209.83
Dell,Inspiron 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,1024,True,1.48,13.3,5.47,3774.4,120,264.21
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 4050,8,1024,True,2.53,17.3,2.4,1906.4,120,114.38
Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,16,2048,True,1.15,14.0,5.81,1872.8,120,112.37
Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,2048,True,2.49,16.0,6.28,2158.8,120,151.12
Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,1024,True,1.33,13.3,6.32,3586.4,120,215.18
Dell,XPS 13,Intel i5-14600H,NVIDIA RTX 3050,128,512,False,3.44,18.4,5.35,2445.2,120,171.16
Dell,XPS 13,AMD Ryzen 9 8900HX,AMD Radeon 780M,64,256,False,1.01,13.3,3.85,2707.6,120,189.53
Dell,Inspiron 15,Intel i5-14500H,Intel Iris Xe,128,4096,True,1.22,14.0,4.15,2973.6,120,178.42
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 4050,8,512,True,2.64,18.4,5.21,1855.2,120,129.86
Dell,XPS 15,Intel Core Ultra 9 15700H,Intel Arc A750M,16,256,False,3.07,17.3,4.56,1423.6,120,99.65
Dell,XPS 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,1024,True,1.32,14.0,2.68,2026.4,120,101.32
Dell,XPS 13,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,2048,False,3.3,18.4,4.79,1702.8,120,119.2
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,8,2048,True,1.16,14.0,4.12,2808.8,120,168.53
Dell,XPS 15,Intel Core Ultra 7 15500H,Intel Arc A750M,16,512,True,2.57,17.3,2.67,1569.2,120,78.46
Dell,Alienware M15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,4096,True,2.59,18.4,6.91,2363.61,120,141.82
Dell,Inspiron 15,AMD Ryzen 5 8600H,AMD Radeon 680M,128,1024,True,2.06,15.6,2.98,2616.4,120,156.98
Dell,Latitude 7420,Intel i7-14800H,NVIDIA RTX 4080,32,4096,True,2.16,15.6,2.93,3555.6,120,177.78
Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,1024,True,2.22,16.0,6.34,2804.4,120,140.22
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,8,256,False,1.2,13.3,6.39,1509.6,120,90.58
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,256,False,1.37,13.3,2.68,2921.6,120,146.08
Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,16,256,False,3.08,18.4,5.64,1523.6,120,76.18
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4070,16,1024,False,1.44,13.3,3.71,2870.4,120,200.93
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4070,64,256,False,1.05,14.0,3.58,2957.6,120,177.46
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,128,512,True,1.2,14.0,4.05,3315.2,120,232.06
Dell,Inspiron 15,Intel i5-14500H,NVIDIA RTX 3050,8,256,True,1.25,13.3,6.08,1629.6,120,97.78
Dell,XPS 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,32,1024,True,2.62,18.4,2.7,2248.4,120,112.42
Dell,XPS 13,Intel i5-14500H,Intel Iris Xe,64,1024,False,1.35,13.3,2.05,1954.4,120,117.26
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4080,32,512,True,1.27,13.3,4.64,3247.2,120,194.83
HP,Spectre x360,Intel i7-14800H,NVIDIA RTX 4060,16,4096,True,1.6,16.0,6.59,2727.6,90,190.93
HP,EliteBook 840,Intel i7-14700H,NVIDIA RTX 4070,16,4096,True,1.02,13.3,4.36,3077.6,90,153.88
HP,Omen 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,256,True,2.67,17.3,6.61,2539.6,90,177.77
HP,Envy 13,Intel i7-14700H,NVIDIA RTX 4070,8,512,False,3.43,18.4,5.51,2485.2,90,149.11
HP,EliteBook 840,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,1024,True,2.04,15.6,4.65,3916.4,90,274.15
HP,Pavilion 15,Intel i7-14700H,NVIDIA RTX 4060,16,4096,True,1.97,15.6,2.47,2727.6,90,163.66
HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4060,128,4096,True,2.84,18.4,3.15,3623.6,90,217.42
HP,EliteBook 840,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,8,1024,True,2.92,17.3,3.58,2756.4,90,165.38
HP,Pavilion 15,Intel i5-14600H,NVIDIA RTX 4050,64,256,False,2.61,17.3,6.74,2157.6,90,129.46
HP,Envy 13,Intel Core Ultra 7 15500H,Intel Arc A750M,64,2048,False,1.97,16.0,4.07,1986.8,90,119.21
HP,EliteBook 840,Intel i7-14700H,NVIDIA RTX 4070,16,1024,True,2.13,15.6,6.29,2720.4,90,190.43
HP,Pavilion 15,AMD Ryzen 7 8800H,AMD Radeon 780M,32,2048,False,1.0,13.3,2.22,2330.8,90,163.16
HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,8,4096,False,1.16,14.0,5.1,1793.6,90,89.68
HP,Spectre x360,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,4096,False,2.48,16.0,4.66,3203.6,90,160.18
HP,Envy 13,Intel i5-14500H,NVIDIA RTX 3050,8,2048,True,1.42,14.0,6.59,1728.8,90,103.73
HP,Omen 15,Intel Core Ultra 9 15700H,Intel Arc A750M,16,256,True,2.02,16.0,6.56,1543.6,90,108.05
HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4060,32,4096,False,2.53,17.3,6.72,2735.6,90,136.78
HP,Envy 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,256,True,3.04,17.3,3.59,2279.6,90,136.78
HP,Spectre x360,Intel i5-14500H,NVIDIA RTX 3050,64,512,True,1.7,16.0,3.79,2053.2,90,123.19
HP,Pavilion 15,Intel i5-14600H,NVIDIA RTX 4050,32,1024,True,2.34,16.0,6.58,2098.41,90,125.9
HP,Pavilion 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,2048,True,1.41,14.0,6.51,3388.8,90,169.44
HP,Pavilion 15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,2048,False,1.18,14.0,4.95,3136.8,90,219.58
HP,Spectre x360,Intel i7-14700H,NVIDIA RTX 4070,16,512,False,1.44,13.3,3.75,2519.2,90,176.34
HP,Envy 13,Intel i7-14800H,NVIDIA RTX 4060,8,512,False,1.78,15.6,5.42,2185.2,90,131.11
HP,EliteBook 840,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,4096,True,1.9,15.6,5.84,2923.6,90,146.18
HP,Pavilion 15,Intel i9-14900HK,NVIDIA RTX 4080,8,512,False,2.45,15.6,6.9,3185.2,90,222.96
HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,16,2048,True,1.08,14.0,4.05,1772.8,90,106.37
HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4080,32,1024,True,2.53,17.3,3.61,3248.4,90,227.39
HP,Omen 15,Intel i7-14700H,NVIDIA RTX 4070,128,2048,False,2.69,17.3,6.32,3598.8,90,179.94
HP,Envy 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,512,True,2.08,16.0,6.29,3153.2,90,189.19
HP,Spectre x360,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,4096,False,3.15,17.3,6.21,3053.6,90,183.22
HP,EliteBook 840,Intel i7-14800H,NVIDIA RTX 4070,128,512,True,1.35,13.3,6.84,3535.2,90,247.46
HP,Pavilion 15,Intel i5-14500H,NVIDIA RTX 4050,8,2048,False,2.5,17.3,2.41,1888.8,90,94.44
HP,EliteBook 840,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,512,False,3.07,17.3,3.56,4145.2,90,248.71
HP,EliteBook 840,Intel i5-14600H,Intel Iris Xe,32,4096,True,1.58,15.6,6.23,2155.6,90,150.89
HP,Pavilion 15,Intel i5-14600H,Intel Iris Xe,64,2048,False,2.3,16.0,4.77,2086.8,90,146.08
HP,Envy 13,Intel i5-14600H,Intel Iris Xe,8,4096,True,3.27,18.4,5.02,1963.6,90,137.45
HP,Spectre x360,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,2048,False,3.06,17.3,2.12,2786.8,90,167.21
HP,Pavilion 15,Intel i7-14700H,NVIDIA RTX 4060,32,512,True,3.39,17.3,4.64,2497.2,90,124.86
HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,64,1024,False,2.19,15.6,6.98,1884.4,90,94.22
HP,Pavilion 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,256,False,1.17,13.3,5.39,1951.6,90,136.61
HP,Envy 13,Intel i9-14900HK,NVIDIA RTX 4070,64,256,True,2.97,17.3,5.27,3327.6,90,232.93
HP,Spectre x360,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,256,True,1.51,15.6,6.8,2879.6,90,201.57
HP,Envy 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,16,2048,False,1.39,14.0,6.71,2372.81,90,166.1
HP,Spectre x360,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,1024,False,1.15,13.3,5.34,3246.4,90,194.78
HP,Spectre x360,Intel i5-14500H,Intel Iris Xe,16,4096,False,2.5,15.6,2.55,1907.6,90,133.53
HP,Omen 15,Intel i7-14700H,NVIDIA RTX 4070,64,256,False,1.16,13.3,3.83,2957.6,90,177.46
HP,Omen 15,Intel i7-14800H,NVIDIA RTX 4070,64,256,False,2.13,16.0,6.99,2907.6,90,145.38
HP,Pavilion 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,512,False,1.12,14.0,5.42,2495.2,90,149.71
HP,Pavilion 15,Intel Core Ultra 9 15700H,Intel Arc A750M,128,2048,False,3.11,17.3,3.2,2498.8,90,124.94
HP,EliteBook 840,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,4096,True,2.12,16.0,3.49,3623.6,90,253.65
HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4070,32,256,True,3.18,17.3,4.26,2771.6,90,166.3
HP,Pavilion 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,1024,True,2.27,15.6,3.79,2356.4,90,117.82
HP,Omen 15,Intel i7-14800H,NVIDIA RTX 4080,128,256,True,1.22,14.0,3.49,3989.6,90,239.38
HP,Omen 15,Intel i5-14500H,Intel Iris Xe,8,2048,True,2.29,15.6,3.53,1758.8,90,105.53
HP,Omen 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,8,256,False,3.36,18.4,2.22,3159.6,90,157.98
HP,Spectre x360,Intel i7-14700H,NVIDIA RTX 4070,16,256,True,1.64,15.6,3.8,2643.6,90,185.05
HP,Spectre x360,Intel i5-14600H,Intel Iris Xe,8,256,False,1.05,14.0,3.95,1509.6,90,105.67
HP,Envy 13,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,512,False,2.16,15.6,3.64,1927.2,90,134.9
HP,Envy 13,Intel i9-14900HK,NVIDIA RTX 4070,8,4096,False,3.47,18.4,2.81,3143.6,90,188.62
HP,Omen 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,256,True,2.74,17.3,5.69,2939.6,90,176.38
HP,Pavilion 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,2048,False,2.22,16.0,2.04,1830.8,90,128.16
HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4060,128,4096,False,3.08,17.3,2.07,3503.6,90,175.18
HP,EliteBook 840,Intel i9-14900HK,NVIDIA RTX 4070,128,2048,False,2.55,17.3,4.32,3898.8,90,272.92
HP,Envy 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,1024,False,3.05,17.3,3.35,3196.4,90,159.82
HP,Omen 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,4096,False,1.17,13.3,6.53,2785.6,90,194.99
HP,Spectre x360,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,1024,True,3.14,18.4,5.6,3404.4,90,204.26
HP,Omen 15,Intel i5-14500H,Intel Iris Xe,8,4096,True,1.26,13.3,4.08,2013.61,90,100.68
HP,Omen 15,Intel i5-14500H,NVIDIA RTX 4050,128,256,True,1.57,15.6,6.69,2789.6,90,195.27
HP,Envy 13,Intel i7-14700H,NVIDIA RTX 4060,32,2048,True,1.65,16.0,6.99,2650.8,90,132.54
HP,Pavilion 15,Intel i7-14700H,NVIDIA RTX 4070,8,256,True,2.99,17.3,5.8,2579.6,90,154.78
HP,Envy 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,512,True,1.49,14.0,5.74,2935.2,90,205.46
HP,Envy 13,Intel i7-14700H,NVIDIA RTX 4070,16,4096,True,3.03,18.4,2.72,3027.6,90,151.38
HP,Envy 13,Intel i7-14800H,NVIDIA RTX 4070,16,256,True,1.87,15.6,5.7,2643.59,90,132.18
HP,Pavilion 15,AMD Ryzen 7 8800H,AMD Radeon 780M,8,4096,False,3.07,18.4,5.03,2293.6,90,160.55
HP,Spectre x360,Intel i9-14900HK,NVIDIA RTX 4070,128,2048,False,2.7,18.4,4.98,3898.8,90,233.93
HP,Envy 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,4096,True,3.36,18.4,5.19,2727.6,90,190.93
HP,Omen 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,512,True,3.31,18.4,3.29,3153.2,90,220.72
HP,EliteBook 840,Intel i7-14800H,NVIDIA RTX 4080,64,4096,True,3.32,17.3,2.86,3811.6,90,190.58
HP,Spectre x360,AMD Ryzen 7 8800H,AMD Radeon 780M,8,2048,False,2.36,15.6,5.35,2088.8,90,125.33
HP,Envy 13,Intel i5-14500H,NVIDIA RTX 3050,128,2048,True,1.87,15.6,6.11,2718.8,90,135.94
HP,Spectre x360,Intel i7-14700H,NVIDIA RTX 4060,64,1024,True,2.89,17.3,6.71,2804.39,90,140.22
HP,Omen 15,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,1024,False,2.14,16.0,5.44,2286.4,90,114.32
HP,Pavilion 15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,512,True,1.64,16.0,3.07,2547.2,90,178.3
HP,Spectre x360,Intel i5-14600H,NVIDIA RTX 4050,8,256,False,1.32,14.0,2.18,1679.6,90,100.78
HP,EliteBook 840,Intel i5-14600H,Intel Iris Xe,64,2048,False,3.45,18.4,6.4,2086.79,90,146.08
HP,Omen 15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,256,True,1.93,16.0,4.32,1579.6,90,78.98
HP,Spectre x360,Intel i7-14700H,NVIDIA RTX 4060,8,1024,False,1.26,14.0,5.44,2286.4,90,160.05
HP,Omen 15,Intel i9-14900HK,NVIDIA RTX 4070,128,2048,False,1.01,13.3,3.06,3948.8,90,276.42
HP,Omen 15,Intel i5-14500H,NVIDIA RTX 3050,128,1024,True,2.57,17.3,4.59,2616.4,90,183.15
HP,EliteBook 840,Intel i5-14600H,Intel Iris Xe,128,512,True,1.84,16.0,4.38,2565.2,90,128.26
HP,EliteBook 840,Intel i5-14500H,NVIDIA RTX 4050,8,2048,True,1.54,15.6,4.81,2008.8,90,140.62
HP,Pavilion 15,Intel i9-14900HK,NVIDIA RTX 4070,16,4096,False,3.09,18.4,4.82,3207.6,90,224.53
HP,Spectre x360,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,2048,True,2.87,17.3,4.74,3418.8,90,205.13
HP,Envy 13,Intel i5-14600H,Intel Iris Xe,64,256,True,1.08,13.3,6.15,2077.6,90,145.43
HP,EliteBook 840,Intel i5-14500H,Intel Iris Xe,128,4096,False,1.38,14.0,4.83,2773.61,90,166.42
HP,Omen 15,Intel i9-14900HK,NVIDIA RTX 4080,128,256,False,1.78,16.0,2.49,4119.6,90,288.37
HP,Pavilion 15,Intel i7-14700H,NVIDIA RTX 4060,64,512,False,3.09,17.3,5.06,2633.2,90,131.66
HP,Pavilion 15,Intel i9-14900HK,NVIDIA RTX 4070,128,1024,False,1.43,13.3,5.69,3766.4,90,263.65
HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,32,512,True,2.57,18.4,6.92,1697.2,90,118.8
HP,Envy 13,Intel i9-14900HK,NVIDIA RTX 4080,32,512,True,2.34,15.6,5.63,3497.2,90,244.8
HP,Omen 15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,4096,True,1.31,13.3,6.57,1997.6,90,139.83
HP,Pavilion 15,Intel i5-14500H,Intel Iris Xe,32,4096,True,2.64,17.3,5.67,2155.6,90,107.78
HP,Pavilion 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,512,True,1.22,13.3,6.93,3147.2,90,220.3
HP,EliteBook 840,Intel i5-14600H,NVIDIA RTX 4050,64,4096,False,1.44,13.3,2.86,2511.6,90,150.7
HP,Envy 13,Intel Core Ultra 7 15500H,Intel Arc A750M,64,256,False,2.99,17.3,5.34,1807.6,90,108.46
HP,Pavilion 15,Intel i5-14600H,NVIDIA RTX 3050,128,4096,False,2.51,17.3,4.89,2803.6,90,140.18
HP,Spectre x360,Intel i7-14800H,NVIDIA RTX 4080,16,256,False,3.08,17.3,2.81,2923.6,90,204.65
HP,Spectre x360,Intel i5-14500H,NVIDIA RTX 3050,64,2048,False,3.35,18.4,2.13,2086.8,90,146.08
HP,Pavilion 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,4096,True,1.25,13.3,6.39,2713.6,90,189.95
HP,Pavilion 15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,1024,True,3.0,18.4,3.21,2804.4,90,140.22
